"","left_first_type","right_first_type","left_second_type","right_second_type","left_side_won","hp_diff","attack_diff","defense_diff","spatk_diff","spdef_diff","speed_diff"
"3726",13,9,16,19,1,-35,25,-80,-80,-35,20
"3727",16,4,10,1,1,22,81,59,29,-1,36
"3728",9,1,18,4,1,-15,-35,-35,10,10,20
"3729",10,15,4,9,0,-21,-35,-40,-70,-35,-85
"3730",3,9,3,12,1,-13,15,35,40,5,18
"3731",10,1,13,1,1,-5,40,60,-10,-5,25
"3732",16,12,4,19,0,-10,15,-7,-75,-77,-66
"3733",17,9,18,7,0,-26,8,50,-89,-20,-38
"3734",7,1,7,9,0,-3,11,-11,16,10,-17
"3735",10,3,7,1,1,50,55,20,28,0,20
"3736",5,1,10,15,0,-20,-20,-73,-82,-80,-50
"3737",7,1,18,1,0,-6,-10,-43,-75,-44,-14
"3738",1,7,1,18,1,10,55,15,-15,25,10
"3739",12,1,7,14,0,-7,19,27,-41,-19,-44
"3740",13,1,18,16,0,-35,-15,-20,-65,-75,0
"3741",3,12,1,15,1,78,125,56,90,56,35
"3742",18,1,11,5,1,-54,-1,11,14,-54,53
"3743",1,15,13,6,0,-63,0,-86,-40,-86,-20
"3744",1,9,16,4,1,-12,-11,-39,-14,21,34
"3745",9,1,17,4,0,-62,-90,-35,-95,-35,-60
"3746",7,7,16,12,1,6,20,1,39,1,57
"3747",9,4,18,1,1,100,70,60,70,60,26
"3748",15,1,14,3,1,-28,-18,63,4,69,11
"3749",16,12,18,11,1,40,90,100,15,15,15
"3750",4,1,4,14,0,11,2,7,4,2,-35
"3751",7,1,13,1,1,-26,-8,-27,-25,-25,25
"3752",13,9,16,18,1,55,78,-48,8,-28,70
"3753",13,1,7,1,0,14,-15,0,-35,-10,-14
"3754",6,3,12,1,1,40,54,38,9,31,18
"3755",13,1,16,2,1,-5,-50,-15,0,-10,15
"3756",16,19,9,8,0,-30,25,0,-90,-45,-25
"3757",18,9,4,1,0,-5,-33,-7,-10,-25,-10
"3758",10,7,13,1,1,11,10,-8,35,74,18
"3759",17,16,7,1,1,42,36,42,20,35,20
"3760",13,7,13,1,1,30,90,60,19,51,115
"3761",13,1,2,8,0,9,-19,-47,-69,-47,-67
"3762",13,1,7,1,0,10,-15,23,-20,0,-23
"3763",4,8,1,1,0,-30,-5,67,5,47,-59
"3764",2,9,4,1,1,45,-20,35,-20,25,40
"3765",5,9,7,1,0,10,-20,45,10,55,-5
"3766",11,9,7,9,1,-15,-5,35,-80,-10,5
"3767",11,1,4,1,1,-7,-51,11,-57,-43,-63
"3768",10,7,7,16,1,-17,77,17,-66,-30,9
"3769",4,1,7,9,0,-18,9,-16,16,11,-16
"3770",18,1,7,1,1,40,47,25,3,20,8
"3771",7,1,1,18,1,-5,-50,-70,15,-20,30
"3772",17,1,17,10,0,0,50,-35,20,-65,30
"3773",14,1,18,7,0,-31,13,-21,-64,-11,-28
"3774",13,1,10,9,0,65,-30,-35,-20,10,-20
"3775",1,1,7,9,0,-33,-51,-36,-54,-49,-81
"3776",13,6,5,1,0,71,7,-19,-16,-54,-22
"3777",7,19,16,19,0,20,-5,15,65,20,-10
"3778",16,6,1,15,0,-15,10,70,145,30,-35
"3779",10,1,17,4,0,23,-20,-58,-53,-19,-22
"3780",18,12,13,9,0,55,3,23,36,31,-20
"3781",18,1,15,6,1,17,42,35,-10,15,23
"3782",9,4,13,1,0,95,54,56,76,44,5
"3783",7,1,11,3,1,-20,-19,-17,33,-7,9
"3784",3,16,13,1,1,15,50,35,125,55,50
"3785",9,1,13,6,0,-55,15,40,40,60,65
"3786",10,1,13,1,1,-34,-21,7,-21,7,2
"3787",16,4,13,1,1,22,61,59,9,-1,11
"3788",12,1,18,7,0,-40,-7,-25,-49,-15,-49
"3789",2,1,9,11,1,-18,-16,-33,6,-18,25
"3790",2,7,15,1,1,15,-5,25,-50,25,-122
"3791",17,7,13,1,1,31,30,69,30,12,48
"3792",4,1,18,17,1,-35,-15,-70,-30,-50,25
"3793",18,16,3,9,0,20,5,90,60,-25,-50
"3794",10,1,13,1,1,10,25,5,70,50,90
"3795",3,1,1,17,0,27,55,5,25,55,-7
"3796",3,1,4,1,0,2,20,27,-20,27,-68
"3797",1,9,14,1,0,-40,-75,-52,-20,-2,-20
"3798",13,9,7,1,1,0,-40,5,-34,-49,35
"3799",9,11,13,9,0,14,-19,25,9,20,-24
"3800",14,3,17,1,0,63,38,-3,26,1,54
"3801",10,15,4,1,0,10,7,23,-5,40,-25
"3802",18,1,18,17,1,25,27,-7,30,-5,50
"3803",2,8,13,9,1,12,30,35,90,40,44
"3804",12,1,15,1,1,-40,47,-8,37,-8,17
"3805",10,15,3,1,0,-31,-97,-35,15,-5,-67
"3806",6,16,6,1,0,-20,-80,2,5,-55,-27
"3807",7,9,13,1,1,13,24,13,124,50,40
"3808",1,9,9,1,1,-14,-45,7,-33,9,25
"3809",18,1,18,10,0,-5,13,12,-7,-22,4
"3810",1,11,10,7,0,-43,-54,-52,-34,-15,-22
"3811",11,16,5,1,0,-38,-25,-13,-72,-84,-20
"3812",18,3,18,11,1,15,85,39,-20,30,11
"3813",15,9,13,9,1,25,20,40,65,40,10
"3814",7,4,11,16,1,18,60,6,60,-35,25
"3815",13,6,13,9,0,5,-20,-20,-20,-35,-30
"3816",7,17,5,1,0,-12,2,54,21,23,-19
"3817",10,15,4,1,0,-35,-40,-45,-35,-50,-10
"3818",2,16,17,1,1,16,-48,-142,8,-5,23
"3819",15,1,14,1,0,15,-10,6,60,16,-40
"3820",6,18,2,9,1,-56,14,-7,9,-28,13
"3821",4,8,18,1,1,6,17,42,55,43,43
"3822",15,1,17,10,0,-15,-20,-100,15,-100,-15
"3823",3,1,4,1,0,-44,2,-15,-85,-60,-58
"3824",13,1,13,1,0,-10,0,-11,-10,-26,-13
"3825",12,1,3,1,0,10,-5,-20,20,10,-10
"3826",4,8,15,1,1,-20,10,12,10,-3,21
"3827",10,1,12,19,0,-15,29,15,-20,-5,-9
"3828",9,8,18,1,0,7,0,0,25,-10,-77
"3829",1,11,18,12,1,-66,-30,2,-52,-22,3
"3830",13,9,7,9,0,-27,12,-10,-21,-17,-9
"3831",10,1,17,6,0,5,-17,-21,-10,0,-19
"3832",10,1,18,1,1,15,2,53,42,-23,16
"3833",7,1,9,1,0,0,-40,-95,5,-85,0
"3834",12,19,15,1,0,20,-30,-110,-15,-110,-65
"3835",11,4,18,12,1,-50,-40,-40,-35,-40,10
"3836",2,8,10,1,1,35,50,0,80,50,65
"3837",16,3,13,1,0,25,54,50,30,10,-41
"3838",10,15,10,1,1,35,55,68,77,65,17
"3839",18,9,13,9,0,-16,-15,55,-7,28,-26
"3840",18,1,1,10,0,54,14,60,64,45,12
"3841",17,16,18,1,1,21,82,70,40,30,52
"3842",9,8,10,13,1,0,-22,10,33,0,15
"3843",7,7,13,1,0,35,43,5,35,-25,-37
"3844",3,16,3,12,1,12,-10,25,60,75,28
"3845",1,1,2,1,0,-25,-68,-30,-108,-60,-96
"3846",3,5,18,12,0,5,65,35,55,35,55
"3847",15,9,11,1,1,-3,3,-8,57,28,63
"3848",10,15,13,1,1,-20,95,118,107,55,50
"3849",18,1,18,12,0,-24,-102,-62,-38,-48,-36
"3850",7,1,18,1,1,25,28,13,48,13,61
"3851",16,1,18,1,0,35,33,140,15,50,-13
"3852",6,18,3,16,0,-10,20,-10,-15,-40,-20
"3853",16,4,1,10,1,81,31,74,39,29,31
"3854",6,1,13,1,1,7,55,9,25,9,5
"3855",7,7,13,1,1,25,100,35,90,25,5
"3856",13,9,12,9,0,-40,-30,-50,-59,-95,-42
"3857",13,9,7,16,0,-25,-14,-22,-78,-70,-61
"3858",3,1,18,17,1,11,62,-15,-25,-35,32
"3859",10,1,11,17,1,-30,-50,-25,45,55,10
"3860",10,15,15,1,1,-115,47,27,77,32,17
"3861",4,9,16,9,0,-25,-75,42,-7,42,-24
"3862",7,14,1,11,1,51,-2,17,64,11,81
"3863",10,1,14,1,1,20,-3,-15,3,35,25
"3864",5,1,18,1,0,26,1,-3,26,4,-31
"3865",18,1,13,1,0,10,8,27,18,23,-46
"3866",13,1,10,1,1,59,56,13,21,23,38
"3867",7,7,15,7,1,12,35,15,65,-35,20
"3868",2,4,2,9,0,-54,-46,-25,-66,-28,-41
"3869",16,1,4,9,0,47,100,-47,-40,-57,-28
"3870",18,1,12,10,0,100,10,-25,10,-25,-50
"3871",13,19,17,17,1,19,-5,-80,5,10,31
"3872",9,11,7,1,0,46,58,33,5,32,-9
"3873",13,1,4,13,0,50,5,-37,-40,-42,-41
"3874",13,1,10,1,1,-15,10,14,-45,-16,47
"3875",7,9,11,9,0,31,35,-35,65,79,-5
"3876",15,1,14,12,1,-10,13,18,30,20,4
"3877",13,1,13,1,0,-1,-34,-37,31,-27,-32
"3878",9,15,15,1,0,-5,0,0,0,-20,0
"3879",5,1,15,1,0,56,42,22,44,24,-16
"3880",15,9,3,1,1,16,-10,60,-20,4,30
"3881",7,1,18,1,1,14,62,32,43,18,61
"3882",10,1,18,1,0,-85,-35,10,-8,18,-25
"3883",13,9,4,9,1,4,-35,10,10,0,10
"3884",13,1,18,13,1,-19,12,-16,-6,-36,42
"3885",13,1,16,9,0,5,-60,15,-57,-10,-20
"3886",13,9,16,9,0,-10,-22,-15,-23,-25,-70
"3887",18,1,2,4,0,-51,-49,-50,-63,-46,-27
"3888",3,1,10,1,0,-34,5,-40,-53,-60,-23
"3889",3,9,13,1,0,-35,-90,-20,-10,-5,-20
"3890",16,12,13,1,0,-70,-40,30,-40,0,-55
"3891",3,9,10,1,1,25,69,47,38,43,28
"3892",1,1,17,10,0,-22,-85,-109,-20,-8,-10
"3893",9,1,18,4,0,-52,-90,-15,-95,-55,-70
"3894",10,15,13,9,0,54,55,40,49,24,-20
"3895",13,9,16,12,1,60,43,-25,27,45,60
"3896",9,1,9,1,0,-20,10,70,-45,25,-80
"3897",16,1,1,9,1,10,20,98,-30,-2,10
"3898",15,1,13,1,0,5,-20,-10,90,25,0
"3899",11,9,16,6,1,15,25,-45,-15,-85,35
"3900",10,1,13,9,1,24,35,55,8,58,9
"3901",9,11,1,1,1,15,15,77,18,30,24
"3902",9,1,6,1,1,-8,105,45,73,53,50
"3903",13,9,2,1,0,-20,-90,0,-35,15,-25
"3904",2,1,18,10,0,5,65,10,55,-25,65
"3905",1,19,13,11,0,-40,-70,-38,-10,-18,-30
"3906",9,1,13,1,0,-10,80,100,45,90,-30
"3907",17,17,11,5,0,-59,4,16,-41,-59,-2
"3908",7,1,13,1,0,-15,5,70,-50,-5,-70
"3909",15,10,17,7,0,-11,20,-69,60,58,-38
"3910",3,1,13,1,1,21,77,35,20,15,12
"3911",18,1,3,9,0,0,-85,-51,-20,35,-39
"3912",7,1,1,11,1,-2,-27,-5,11,20,8
"3913",6,1,1,9,0,-20,-5,-1,-20,30,-29
"3914",3,12,1,10,1,107,10,76,51,65,55
"3915",4,1,13,9,1,0,-25,-5,49,34,30
"3916",9,1,15,6,0,6,40,0,-2,-22,-5
"3917",2,9,10,3,1,36,31,35,41,38,19
"3918",9,9,1,17,1,40,-15,-51,25,9,15
"3919",14,9,11,17,0,5,5,-15,40,50,105
"3920",10,13,15,1,0,40,22,-85,22,-75,-30
"3921",2,1,15,1,1,-50,40,-15,-5,-25,75
"3922",1,9,15,1,0,5,20,-15,-75,-45,-85
"3923",18,15,10,15,1,-25,-50,-15,-35,55,15
"3924",13,1,10,9,0,0,11,-6,0,-10,-30
"3925",10,1,12,1,0,-30,35,-60,-15,-160,-15
"3926",9,11,1,15,0,-27,5,-12,-40,-15,-52
"3927",1,9,6,16,1,10,10,-5,-25,-5,5
"3928",7,7,1,11,1,35,67,0,70,10,38
"3929",7,1,18,1,1,36,12,-35,-45,-40,22
"3930",2,1,18,1,0,40,0,75,0,100,-20
"3931",6,1,18,16,1,-45,20,15,-65,0,40
"3932",2,16,18,1,1,-44,27,28,-42,-20,8
"3933",18,16,6,18,0,20,-80,-23,-100,-30,-97
"3934",18,11,18,12,0,10,2,7,14,29,-10
"3935",11,1,13,16,0,8,35,41,-60,-56,-43
"3936",3,1,13,16,0,-5,15,35,-30,-15,-35
"3937",13,11,2,10,1,10,-15,-25,-25,-15,25
"3938",11,1,10,16,0,-15,60,-35,-15,0,-30
"3939",7,7,15,1,1,65,93,25,-5,15,45
"3940",18,12,13,9,0,35,10,25,35,25,9
"3941",18,1,10,6,0,15,57,45,77,25,-14
"3942",13,16,11,16,1,10,10,-40,20,-55,10
"3943",1,15,16,13,1,-63,-27,-2,-49,-2,7
"3944",14,1,10,1,1,24,34,17,12,37,37
"3945",18,12,9,11,0,52,15,37,15,5,-3
"3946",1,17,13,9,0,30,40,95,35,45,-15
"3947",10,15,17,6,0,0,-10,-50,15,-25,-10
"3948",17,17,16,9,1,-10,-25,95,-10,-35,-100
"3949",1,1,16,12,1,40,-10,-60,70,30,125
"3950",17,4,15,1,1,55,90,70,95,35,45
"3951",11,1,9,11,0,59,46,48,24,17,-4
"3952",14,1,11,9,0,5,0,-43,15,7,-20
"3953",10,1,10,6,0,25,28,55,63,-10,-6
"3954",10,1,18,1,1,29,4,35,48,31,19
"3955",15,1,18,1,1,32,95,15,85,5,18
"3956",18,15,13,1,1,31,15,23,38,83,15
"3957",12,1,4,1,1,60,62,144,-6,-4,-62
"3958",18,1,7,9,1,8,19,10,24,3,14
"3959",10,1,9,1,1,-13,-1,-80,-46,-40,15
"3960",9,1,15,9,1,9,120,32,38,40,3
"3961",13,1,7,1,1,-9,4,-8,-35,-15,7
"3962",18,17,18,1,1,50,20,80,-5,15,15
"3963",14,4,9,11,1,6,9,20,53,68,3
"3964",3,1,5,9,0,-8,70,-5,-60,-25,-32
"3965",4,1,16,6,1,15,-95,-50,-50,-15,20
"3966",18,10,18,1,0,-40,-20,-29,-35,-40,-41
"3967",3,1,14,7,0,-22,-22,0,-16,5,-15
"3968",4,18,18,11,0,-35,-15,20,35,-15,-5
"3969",14,3,12,12,1,-30,-10,30,0,15,45
"3970",11,9,4,8,1,39,60,-17,10,-27,15
"3971",11,1,11,1,0,-10,-35,55,10,5,-33
"3972",18,1,18,3,0,-40,-75,15,-25,15,-10
"3973",12,12,17,17,1,40,20,-100,10,0,30
"3974",11,3,1,8,0,-35,12,-30,-100,-70,-35
"3975",2,7,16,6,0,0,25,-80,-15,-80,-2
"3976",8,1,15,1,0,29,-80,60,-70,70,-29
"3977",1,18,18,1,1,20,85,76,21,52,32
"3978",14,12,11,3,0,-14,-15,-3,20,5,-7
"3979",1,18,1,9,0,0,20,20,0,0,-40
"3980",18,16,3,12,0,-13,-95,-35,-20,15,-62
"3981",5,1,13,1,0,40,20,33,55,50,-15
"3982",17,10,4,1,0,-10,75,-10,45,-10,-45
"3983",17,16,18,1,1,37,14,31,9,66,-57
"3984",6,1,16,1,1,-5,25,-125,-20,-25,35
"3985",1,15,16,11,1,-21,69,-57,-66,-27,102
"3986",7,1,10,15,1,65,55,40,-10,-5,35
"3987",16,18,16,18,1,30,13,27,33,62,10
"3988",13,1,13,9,0,-15,-9,-16,-1,15,-23
"3989",17,17,7,9,0,-40,-30,10,-85,-45,-60
"3990",10,1,18,1,1,-15,30,50,-20,-15,15
"3991",10,15,11,1,1,7,8,7,72,48,18
"3992",10,1,18,1,0,-110,-7,-16,5,10,-34
"3993",14,12,4,1,1,55,37,47,30,45,16
"3994",6,1,18,1,0,-50,-5,-35,-55,-60,-10
"3995",10,1,4,1,0,-40,-45,-30,-75,-30,-75
"3996",7,1,10,15,0,-21,-23,-25,-10,-30,-7
"3997",3,1,18,12,0,15,47,57,14,9,-10
"3998",18,9,13,11,1,15,27,13,47,13,23
"3999",13,9,16,2,1,-35,-80,-60,-35,-45,11
"4000",14,1,18,1,0,3,8,-5,20,5,-33
"4001",4,14,13,1,1,7,-15,-3,69,39,24
"4002",2,8,13,9,0,-10,-30,-20,60,20,-5
"4003",6,1,4,1,0,-10,-25,3,-15,3,-41
"4004",14,1,7,1,0,25,-25,20,-25,20,-46
"4005",12,1,10,1,1,6,30,15,10,25,29
"4006",7,14,18,17,0,8,-28,-45,20,9,50
"4007",15,1,15,11,1,6,10,-10,54,-10,30
"4008",2,10,1,1,0,13,50,34,40,24,25
"4009",13,1,13,1,0,-39,-16,-4,-36,-4,-6
"4010",7,12,12,1,0,-11,-35,-45,-45,-50,-44
"4011",18,1,9,1,0,-11,-11,-4,-56,-44,-39
"4012",13,6,16,12,0,35,-75,-110,-10,-40,-25
"4013",14,1,4,14,0,2,19,7,-21,-3,-20
"4014",18,5,9,1,0,15,-22,-22,-29,-29,-18
"4015",13,1,1,9,1,15,30,-12,-35,-12,40
"4016",18,1,1,9,1,-25,-13,-42,-45,-52,23
"4017",18,13,18,1,0,61,16,4,16,9,-31
"4018",5,1,11,4,0,-45,-80,-15,-40,-15,-80
"4019",7,9,10,1,1,-13,-16,-30,1,-13,48
"4020",13,9,6,1,1,-10,-15,0,0,-30,38
"4021",10,1,11,4,0,-25,-32,-16,-35,-25,-69
"4022",13,1,18,7,0,10,-90,-90,-55,-25,-40
"4023",4,9,5,1,1,-15,30,12,15,-5,68
"4024",10,1,1,17,1,54,90,-158,80,-158,41
"4025",5,1,2,9,0,-28,15,-19,30,-20,-8
"4026",6,1,6,1,0,20,0,25,-20,-20,-55
"4027",15,11,7,7,1,-10,-23,35,0,35,35
"4028",16,12,10,1,0,35,75,75,10,10,-18
"4029",18,1,6,1,1,20,-28,12,45,-55,11
"4030",6,1,1,15,0,-10,5,-10,-20,41,-36
"4031",15,9,16,11,1,-11,4,-34,-6,-44,49
"4032",1,9,13,1,1,0,40,10,-15,10,35
"4033",12,1,10,12,1,-24,-14,-20,35,10,23
"4034",6,1,3,16,0,-30,40,-37,-75,-20,-23
"4035",4,9,12,1,1,4,10,-5,-5,-15,44
"4036",2,16,10,1,0,6,10,-12,-15,-25,-7
"4037",13,1,4,1,0,25,65,20,0,0,-15
"4038",5,1,18,1,0,11,-18,-32,-5,-15,-23
"4039",1,15,10,1,0,-93,-55,-3,-67,-42,-11
"4040",5,9,5,1,1,-5,-40,35,40,65,10
"4041",9,1,10,18,1,-10,71,-56,39,-33,55
"4042",16,9,18,1,1,1,2,-55,-75,-40,52
"4043",4,1,17,1,1,-5,48,-83,20,-65,45
"4044",16,1,1,1,0,5,-20,5,-5,-30,-65
"4045",15,1,16,1,1,-2,-8,-47,62,3,38
"4046",9,15,15,1,0,-46,-45,-10,16,5,0
"4047",6,1,15,1,0,-5,-65,0,-95,0,-85
"4048",2,4,14,3,0,-31,-8,3,-6,9,-26
"4049",7,1,18,12,1,35,55,-15,-30,-15,45
"4050",1,11,1,11,0,15,42,10,20,20,-12
"4051",13,16,18,4,0,10,-43,-23,-22,8,-10
"4052",1,1,11,1,0,-18,-7,12,-3,-7,-17
"4053",17,16,15,9,0,15,60,60,0,20,-25
"4054",18,1,6,1,1,29,-1,36,34,46,31
"4055",13,9,10,1,1,40,83,15,17,15,45
"4056",10,1,15,1,0,-31,-30,5,-64,10,-80
"4057",16,12,18,1,0,9,47,42,-65,-24,-14
"4058",7,1,13,1,1,-37,-9,-20,1,5,50
"4059",14,1,3,13,0,-25,-47,-7,-97,-17,-40
"4060",18,12,18,1,0,25,35,30,2,30,0
"4061",2,9,1,15,1,70,30,75,35,75,30
"4062",9,1,13,11,0,4,55,15,43,13,-10
"4063",15,1,18,1,0,15,-10,60,35,80,-20
"4064",15,1,10,1,0,31,-10,-5,-3,5,-6
"4065",13,9,13,9,1,23,-30,10,75,20,21
"4066",18,3,13,6,1,-20,110,89,25,105,61
"4067",7,17,3,6,0,-25,-60,10,-30,-25,-50
"4068",1,11,5,1,1,40,83,15,30,15,72
"4069",16,1,15,1,1,42,115,15,-70,-45,-62
"4070",6,1,2,4,1,-2,30,45,-10,60,32
"4071",18,3,15,1,1,-10,75,-25,5,-70,15
"4072",16,18,18,13,0,-30,-18,88,-23,43,-40
"4073",16,13,18,1,0,47,-46,-40,42,38,-4
"4074",10,15,18,1,1,-21,-13,-43,-20,-9,6
"4075",1,5,13,1,1,10,17,0,62,25,78
"4076",1,15,7,9,0,-38,-29,21,-69,-6,-53
"4077",10,15,18,3,0,15,-28,43,15,60,-5
"4078",14,1,11,18,0,-37,-35,0,50,-5,-23
"4079",3,1,13,1,0,-28,-5,-10,0,-10,-52
"4080",18,13,13,1,0,-25,-5,85,45,-25,-40
"4081",14,12,15,1,0,7,54,1,2,-6,-19
"4082",15,1,1,11,1,15,-8,5,45,30,23
"4083",11,1,9,1,0,26,5,55,-23,-3,-15
"4084",15,9,18,1,1,-35,-25,-20,-55,-70,5
"4085",12,1,18,1,0,5,17,-22,2,-23,-4
"4086",7,1,7,16,0,-36,-17,-29,-54,-50,-39
"4087",15,1,10,3,0,-10,-70,10,-40,25,0
"4088",4,13,10,9,0,-25,10,37,50,12,-24
"4089",10,15,18,1,1,-3,-50,-30,0,35,20
"4090",18,3,15,3,1,-10,-40,-20,-75,-90,15
"4091",13,1,18,1,0,50,18,22,0,15,-10
"4092",5,1,18,1,1,76,78,47,78,50,35
"4093",17,6,18,3,0,-45,-50,16,-15,-35,-31
"4094",15,6,15,1,1,13,30,10,80,80,70
"4095",17,17,13,1,0,-3,-5,120,0,0,-40
"4096",7,1,13,1,1,15,13,-6,38,-6,24
"4097",13,1,1,18,1,20,-10,-35,-20,10,60
"4098",6,18,18,9,1,-25,-15,-9,55,-30,9
"4099",4,18,7,7,1,-20,-23,60,60,35,5
"4100",18,1,16,19,0,-42,-65,-45,16,-61,-8
"4101",7,9,1,9,1,8,21,9,-6,-13,66
"4102",1,1,9,3,0,-12,-57,-68,-65,-83,0
"4103",15,1,4,14,0,-22,-20,-22,11,-24,-4
"4104",6,1,11,1,1,-5,35,-45,15,0,30
"4105",4,1,14,9,1,5,18,2,35,15,40
"4106",18,1,5,1,1,7,40,32,-33,-71,3
"4107",13,1,13,1,0,29,21,3,31,3,-27
"4108",16,1,7,1,1,30,60,75,-40,25,10
"4109",9,11,13,1,0,8,24,14,15,15,18
"4110",10,16,10,16,0,-35,-55,-5,-65,-20,-15
"4111",12,1,15,1,0,-19,22,-36,-23,-41,-64
"4112",13,9,18,9,1,38,60,30,75,-40,71
"4113",2,1,7,1,0,5,-45,30,-40,50,-30
"4114",11,16,17,1,0,-20,-60,-60,-30,-15,-35
"4115",3,1,6,18,0,-2,-70,-35,-57,43,-52
"4116",13,9,1,9,0,40,5,0,-14,16,0
"4117",7,7,1,9,0,-22,2,-34,-38,-4,-14
"4118",18,18,13,9,0,4,-29,8,46,46,-33
"4119",7,1,1,1,1,15,60,-15,40,15,80
"4120",10,15,16,13,1,-2,21,35,43,27,4
"4121",17,1,3,9,0,-31,-54,0,-30,-15,-30
"4122",9,15,7,1,1,10,12,12,77,27,46
"4123",15,11,18,1,1,50,47,38,42,37,56
"4124",16,2,1,11,1,30,72,30,30,20,3
"4125",7,1,15,1,0,50,90,-10,-145,-40,-55
"4126",13,1,18,1,0,29,-13,-62,-23,-32,-4
"4127",11,8,15,7,1,32,55,95,85,-25,10
"4128",13,1,6,1,0,-50,-85,-45,-25,-45,35
"4129",10,4,18,15,1,30,70,40,95,-15,75
"4130",9,15,1,9,1,-15,-20,-5,15,5,30
"4131",13,1,2,9,0,-65,-10,-66,-20,-56,-38
"4132",18,1,17,10,0,40,25,-35,40,-35,25
"4133",18,12,3,13,0,-50,-65,-35,-65,-35,-26
"4134",7,1,8,1,0,-6,-39,5,-44,20,-11
"4135",6,18,10,9,1,-29,77,5,68,-17,61
"4136",7,1,1,1,1,10,40,10,50,30,15
"4137",16,12,7,1,0,-15,5,70,30,0,-15
"4138",11,1,13,9,0,-15,15,-15,-5,-5,-115
"4139",1,17,10,1,1,20,10,85,-20,35,10
"4140",10,1,18,5,0,-80,-23,-8,-6,-26,-37
"4141",13,1,1,18,1,35,-5,-45,20,35,10
"4142",2,8,3,1,1,10,-5,-10,80,40,65
"4143",6,1,1,18,1,5,-25,-65,-35,-25,10
"4144",13,1,13,1,1,50,75,41,20,41,23
"4145",7,17,3,5,0,-50,-100,0,-40,-20,-60
"4146",18,1,18,1,0,70,60,55,80,45,-10
"4147",15,9,9,1,1,86,50,40,60,64,85
"4148",3,8,10,7,0,9,30,28,60,-9,-18
"4149",14,1,16,12,1,-10,-58,-63,0,-10,11
"4150",3,9,4,9,1,40,70,70,45,30,17
"4151",12,19,18,1,0,-10,-15,-45,-15,-45,-40
"4152",12,19,1,18,1,0,-95,-55,-5,-55,5
"4153",13,7,6,16,1,40,28,5,-3,-8,28
"4154",18,1,10,6,0,35,33,0,31,-5,-46
"4155",10,15,4,1,1,-10,9,9,0,20,10
"4156",18,5,16,6,1,25,-12,-112,6,-94,17
"4157",17,10,4,6,0,-8,52,93,-36,-18,-66
"4158",11,1,12,1,1,53,43,33,36,37,19
"4159",13,1,11,17,1,30,75,15,50,80,75
"4160",18,1,7,7,0,-14,-25,-4,-25,-4,-17
"4161",17,1,9,3,1,10,8,7,-22,-23,55
"4162",11,1,10,15,1,10,25,-5,-70,-35,3
"4163",13,9,18,12,1,-40,-120,-80,-59,-54,-20
"4164",16,1,2,8,0,5,10,150,-60,20,-45
"4165",4,11,16,1,1,-17,-60,67,75,77,28
"4166",18,1,6,1,1,60,20,65,65,55,30
"4167",13,9,13,1,1,0,118,70,42,10,50
"4168",18,3,4,1,0,-15,0,-35,-25,-60,-45
"4169",14,7,13,9,0,8,1,10,30,9,-20
"4170",9,11,9,1,1,30,-5,-13,-7,-60,24
"4171",18,9,16,1,1,-20,-50,-100,35,-30,15
"4172",18,15,10,15,0,-40,-60,-88,-72,-20,-10
"4173",3,9,6,16,1,35,75,5,50,5,20
"4174",2,1,4,1,1,29,33,10,38,0,16
"4175",2,4,13,9,1,47,55,47,85,52,36
"4176",6,1,16,1,1,-47,-45,-7,-30,60,29
"4177",1,15,2,4,1,13,25,-10,0,30,37
"4178",7,14,4,1,0,2,0,-12,-7,-26,-68
"4179",18,12,6,16,1,70,110,55,55,55,10
"4180",14,1,18,13,0,-20,-8,-13,-15,-40,-14
"4181",18,1,13,1,0,-45,25,30,-40,-65,-52
"4182",1,18,9,11,0,16,35,-27,62,20,0
"4183",10,15,15,1,1,15,40,15,60,55,45
"4184",18,9,13,1,0,7,-11,0,-1,-15,0
"4185",12,1,9,11,1,41,44,10,26,25,4
"4186",13,1,13,1,1,55,44,36,66,24,15
"4187",1,8,13,1,0,15,40,20,10,15,-30
"4188",16,1,9,15,1,25,70,70,-70,5,-85
"4189",13,9,2,1,0,-8,-13,-28,-85,-48,-60
"4190",7,1,7,18,1,-33,-26,-48,-50,-41,3
"4191",1,18,4,1,0,25,87,103,0,45,-20
"4192",7,9,18,1,0,-3,8,-10,6,2,-6
"4193",4,1,17,1,1,25,10,-10,65,35,100
"4194",6,1,1,9,1,-25,25,-12,-25,-32,5
"4195",9,1,6,1,0,8,-45,50,60,-5,-40
"4196",7,1,1,9,1,29,39,-1,-26,19,5
"4197",14,1,18,1,0,-90,-10,5,-50,5,-35
"4198",7,16,7,9,0,-3,-12,1,40,31,-22
"4199",7,1,14,9,0,-20,40,-20,25,30,-65
"4200",1,18,17,10,1,-1,-1,-38,3,-1,74
"4201",18,17,3,5,0,-46,-72,-17,-67,-55,-68
"4202",15,1,11,1,1,-60,-115,-110,20,-20,15
"4203",13,1,18,1,1,20,-24,-45,-29,15,50
"4204",2,1,13,11,0,10,30,20,20,10,-5
"4205",18,11,1,9,0,-20,-40,-20,-60,0,-35
"4206",2,1,10,1,0,-30,5,-35,-30,-35,-25
"4207",18,17,10,1,1,10,20,35,-5,35,5
"4208",16,3,1,18,0,42,25,-2,47,52,-48
"4209",7,1,2,13,0,20,3,8,63,-12,-14
